t,cmdty,market_id,market_name,state_id,state_name,district_id,district_name,variety,p_min,p_max,p_modal
"2025-10-30","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","5288","5776","5776"
"2025-10-30","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6435","7245","7155"
"2025-10-30","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-30","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","6811","6967","6811"
"2025-10-29","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-29","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","5912","6012","6012"
"2025-10-29","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","4694","4694","4694"
"2025-10-28","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","5626","6376","6376"
"2025-10-28","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6615","7335","7011"
"2025-10-28","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","6229","6229","6229"
"2025-10-28","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-28","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","6912","6912","6912"
"2025-10-27","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","6464","6464","6464"
"2025-10-27","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","7101","7254","7101"
"2025-10-27","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","5523","6152","5902"
"2025-10-27","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-27","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","5266","6369","5686"
"2025-10-26","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-25","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-25","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","7065","7461","7425"
"2025-10-25","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","5945","6296","5945"
"2025-10-24","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","5686","6291","5945"
"2025-10-24","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","5952","6122","6122"
"2025-10-24","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","6712","6712","6712"
"2025-10-23","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","5322","5852","5322"
"2025-10-23","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","5222","6439","6304"
"2025-10-23","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","4572","6422","6356"
"2025-10-22","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","5852","6102","6102"
"2025-10-22","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","5555","6569","6569"
"2025-10-22","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","6189","6349","6349"
"2025-10-21","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-21","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","5643","5643","5643"
"2025-10-20","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-19","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-18","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-18","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","3794","6134","5643"
"2025-10-17","Arhar (Tur/Red Gram)(Whole)","2044","Tirumalagiri","36","Telangana","539","Nalgonda","Local","5450","5450","5450"
"2025-10-17","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","5552","5552","5552"
"2025-10-17","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-17","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","5639","6192","5639"
"2025-10-16","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-16","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","5152","5869","5356"
"2025-10-16","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","4793","6282","6192"
"2025-10-16","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","5813","5813","5813"
"2025-10-16","Arhar (Tur/Red Gram)(Whole)","898","Choppadandi","36","Telangana","534","Karimnagar","777 New Ind","4852","4852","4852"
"2025-10-15","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","4095","6273","5796"
"2025-10-15","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6561","7000","6561"
"2025-10-15","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-14","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","4689","6159","5736"
"2025-10-14","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","5122","5633","5633"
"2025-10-14","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-14","Arhar (Tur/Red Gram)(Whole)","2044","Tirumalagiri","36","Telangana","539","Nalgonda","Local","5260","5963","5963"
"2025-10-13","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","5312","5412","5312"
"2025-10-13","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6471","7029","6624"
"2025-10-13","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-12","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-12","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","5536","5536","5536"
"2025-10-11","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","5813","6351","6351"
"2025-10-11","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6336","7002","6885"
"2025-10-11","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","5504","5504","5504"
"2025-10-11","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-11","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","5536","5936","5676"
"2025-10-10","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6300","7016","6669"
"2025-10-09","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","3271","6514","4850"
"2025-10-09","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","5656","5759","5759"
"2025-10-09","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","5052","6029","5859"
"2025-10-09","Arhar (Tur/Red Gram)(Whole)","2044","Tirumalagiri","36","Telangana","539","Nalgonda","Local","3668","5360","5360"
"2025-10-09","Arhar (Tur/Red Gram)(Whole)","5","Khammam","36","Telangana","541","Khammam","Local","5100","5100","5100"
"2025-10-08","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","5605","6477","5605"
"2025-10-08","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6759","7065","7011"
"2025-10-08","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","5013","6366","6366"
"2025-10-08","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-08","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","5031","5969","5693"
"2025-10-08","Arhar (Tur/Red Gram)(Whole)","5","Khammam","36","Telangana","541","Khammam","Local","5300","5300","5300"
"2025-10-07","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","3393","6001","5193"
"2025-10-07","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","5669","5669","5669"
"2025-10-07","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-07","Arhar (Tur/Red Gram)(Whole)","2044","Tirumalagiri","36","Telangana","539","Nalgonda","Local","5200","6090","5600"
"2025-10-07","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","5310","6524","5625"
"2025-10-06","Arhar (Tur/Red Gram)(Whole)","2044","Tirumalagiri","36","Telangana","539","Nalgonda","Local","5300","5300","5300"
"2025-10-06","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6326","6795","6750"
"2025-10-06","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","6350","6350","6350"
"2025-10-06","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","5369","5369","5369"
"2025-10-06","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","4892","5789","5396"
"2025-10-05","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-05","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","5373","5373","5373"
"2025-10-04","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6255","6669","6669"
"2025-10-04","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-04","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","3096","5594","5373"
"2025-10-04","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","4836","6112","5962"
"2025-10-03","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","4129","4129","4129"
"2025-10-03","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-02","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","4129","4129","4129"
"2025-10-02","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-10-01","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-09-29","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-09-29","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","5454","5454","5454"
"2025-09-29","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","4129","4129","4129"
"2025-09-28","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-09-28","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","4129","4129","4129"
"2025-09-27","Arhar (Tur/Red Gram)(Whole)","2044","Tirumalagiri","36","Telangana","539","Nalgonda","Local","2008","4500","4500"
"2025-09-27","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","4129","5571","4433"
"2025-09-26","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-09-26","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","5353","6069","6069"
"2025-09-26","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","1759","5322","5322"
"2025-09-26","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","5567","5567","5567"
"2025-09-25","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","4572","5511","5389"
"2025-09-25","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6201","6201","6201"
"2025-09-25","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","3852","4669","3852"
"2025-09-25","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","5472","5714","5714"
"2025-09-24","Arhar (Tur/Red Gram)(Whole)","2044","Tirumalagiri","36","Telangana","539","Nalgonda","Local","4600","5676","5676"
"2025-09-24","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6291","6429","6429"
"2025-09-24","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","5839","6122","5989"
"2025-09-24","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","5390","5390","5390"
"2025-09-24","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-09-24","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","3166","5389","5189"
"2025-09-23","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","3393","5521","5521"
"2025-09-23","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6069","6309","6069"
"2025-09-23","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","5222","6122","6122"
"2025-09-23","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","3000","4663","4663"
"2025-09-23","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-09-23","Arhar (Tur/Red Gram)(Whole)","2044","Tirumalagiri","36","Telangana","539","Nalgonda","Local","4500","5590","5339"
"2025-09-23","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","5769","6113","5922"
"2025-09-22","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-09-22","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6040","6309","6309"
"2025-09-22","Arhar (Tur/Red Gram)(Whole)","394","Vikarabad","36","Telangana","537","Rangareddy","777 New Ind","5700","5800","5800"
"2025-09-22","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","6013","6013","6013"
"2025-09-22","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","5259","5402","5402"
"2025-09-22","Arhar (Tur/Red Gram)(Whole)","2044","Tirumalagiri","36","Telangana","539","Nalgonda","Local","4200","4200","4200"
"2025-09-22","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","4694","5414","5289"
"2025-09-22","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","5516","6162","5656"
"2025-09-22","Arhar (Tur/Red Gram)(Whole)","898","Choppadandi","36","Telangana","534","Karimnagar","777 New Ind","5607","5607","5607"
"2025-09-21","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-09-21","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","4089","4089","4089"
"2025-09-20","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-09-20","Arhar (Tur/Red Gram)(Whole)","2044","Tirumalagiri","36","Telangana","539","Nalgonda","Local","4068","4068","4068"
"2025-09-19","Arhar (Tur/Red Gram)(Whole)","2044","Tirumalagiri","36","Telangana","539","Nalgonda","Local","5600","5600","5600"
"2025-09-19","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","5462","6054","5462"
"2025-09-19","Arhar (Tur/Red Gram)(Whole)","5","Khammam","36","Telangana","541","Khammam","Local","3900","5500","4300"
"2025-09-19","Arhar (Tur/Red Gram)(Whole)","10","Siddipet","36","Telangana","535","Medak","777 New Ind","4800","4800","4800"
"2025-09-19","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6129","6300","6129"
"2025-09-19","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","5000","6069","6069"
"2025-09-19","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","4800","5566","4800"
"2025-09-18","Arhar (Tur/Red Gram)(Whole)","5","Khammam","36","Telangana","541","Khammam","Local","5800","5800","5800"
"2025-09-18","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6075","6435","6075"
"2025-09-18","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","5555","6123","6123"
"2025-09-18","Arhar (Tur/Red Gram)(Whole)","916","Ghanpur","36","Telangana","540","Warangal","777 New Ind","4500","6050","5500"
"2025-09-18","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","5212","5782","5782"
"2025-09-18","Arhar (Tur/Red Gram)(Whole)","2044","Tirumalagiri","36","Telangana","539","Nalgonda","777 New Ind","4068","5208","5208"
"2025-09-18","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","5364","6026","6026"
"2025-09-18","Arhar (Tur/Red Gram)(Whole)","1004","Narayanpet","36","Telangana","538","Mahbubnagar","Local","5669","5669","5669"
"2025-09-18","Arhar (Tur/Red Gram)(Whole)","898","Choppadandi","36","Telangana","534","Karimnagar","777 New Ind","4149","5454","4149"
"2025-09-17","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","5574","5574","5574"
"2025-09-17","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6345","6556","6490"
"2025-09-17","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","5559","6169","6169"
"2025-09-17","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","5322","6276","5453"
"2025-09-17","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-09-17","Arhar (Tur/Red Gram)(Whole)","2044","Tirumalagiri","36","Telangana","539","Nalgonda","Local","3468","5789","5560"
"2025-09-17","Arhar (Tur/Red Gram)(Whole)","1004","Narayanpet","36","Telangana","538","Mahbubnagar","Local","6019","6019","6019"
"2025-09-16","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","4023","5873","5571"
"2025-09-16","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6100","6579","6525"
"2025-09-16","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","5122","6169","6169"
"2025-09-16","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","5269","6212","5902"
"2025-09-16","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7560","7550"
"2025-09-16","Arhar (Tur/Red Gram)(Whole)","2044","Tirumalagiri","36","Telangana","539","Nalgonda","Local","4700","5830","5740"
"2025-09-16","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","5463","6132","6011"
"2025-09-15","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","4500","6112","5013"
"2025-09-15","Arhar (Tur/Red Gram)(Whole)","898","Choppadandi","36","Telangana","534","Karimnagar","777 New Ind","5454","5454","5454"
"2025-09-15","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6089","6526","6190"
"2025-09-15","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-09-14","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-09-13","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","5711","5759","5759"
"2025-09-13","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6201","6489","6255"
"2025-09-13","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","5969","6139","6139"
"2025-09-13","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-09-12","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","6311","6311","6311"
"2025-09-12","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6174","6487","6174"
"2025-09-12","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","5550","5753","5550"
"2025-09-12","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","4352","4352","4352"
"2025-09-12","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-09-12","Arhar (Tur/Red Gram)(Whole)","2044","Tirumalagiri","36","Telangana","539","Nalgonda","Local","5670","5970","5870"
"2025-09-11","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","5510","5944","5510"
"2025-09-11","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","5969","6211","6099"
"2025-09-11","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","5522","5522","5522"
"2025-09-11","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-09-11","Arhar (Tur/Red Gram)(Whole)","2044","Tirumalagiri","36","Telangana","539","Nalgonda","Local","5780","5786","5780"
"2025-09-11","Arhar (Tur/Red Gram)(Whole)","5","Khammam","36","Telangana","541","Khammam","Local","6100","6100","6100"
"2025-09-10","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","4052","6009","5869"
"2025-09-10","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","6045","6229","6229"
"2025-09-10","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","5533","5859","5533"
"2025-09-10","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-09-10","Arhar (Tur/Red Gram)(Whole)","2044","Tirumalagiri","36","Telangana","539","Nalgonda","Local","5608","5860","5860"
"2025-09-10","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","6072","6274","6274"
"2025-09-09","Arhar (Tur/Red Gram)(Whole)","1004","Narayanpet","36","Telangana","538","Mahbubnagar","Local","5869","5869","5869"
"2025-09-09","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6089","6426","6089"
"2025-09-09","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","5252","6299","6299"
"2025-09-09","Arhar (Tur/Red Gram)(Whole)","19","Warangal","36","Telangana","540","Warangal","Local","2059","5633","4912"
"2025-09-09","Arhar (Tur/Red Gram)(Whole)","2209","Aler","36","Telangana","539","Nalgonda","777 New Ind","7550","7550","7550"
"2025-09-09","Arhar (Tur/Red Gram)(Whole)","2044","Tirumalagiri","36","Telangana","539","Nalgonda","Local","5368","5969","5768"
"2025-09-09","Arhar (Tur/Red Gram)(Whole)","13","Suryapeta","36","Telangana","539","Nalgonda","Local","4473","6081","5913"
"2025-09-09","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","5810","5810","5810"
"2025-09-09","Arhar (Tur/Red Gram)(Whole)","5","Khammam","36","Telangana","541","Khammam","Local","6300","6300","6300"
"2025-09-08","Arhar (Tur/Red Gram)(Whole)","396","Zaheerabad","36","Telangana","535","Medak","Local","5400","5650","5400"
"2025-09-08","Arhar (Tur/Red Gram)(Whole)","1069","Tanduru","36","Telangana","537","Rangareddy","Local","6129","6435","6129"
"2025-09-08","Arhar (Tur/Red Gram)(Whole)","882","Bhainsa","36","Telangana","532","Adilabad","F.A.Q. (Whole)","5969","6132","6132"
